Date,S&P500_Close,S&P500_Volume,AAL_Close,AAL_Volume,ALGT_Close,ALGT_Volume,ALK_Close,ALK_Volume,DAL_Close,DAL_Volume,HA_Close,HA_Volume,LUV_Close,LUV_Volume,BCS_Close,BCS_Volume,CS_Close,CS_Volume,DB_Close,DB_Volume,GS_Close,GS_Volume,MS_Close,MS_Volume,WFC_Close,WFC_Volume,BHC_Close,BHC_Volume,JNJ_Close,JNJ_Volume,MRK_Close,MRK_Volume,PFE_Close,PFE_Volume,RHHBY_Close,RHHBY_Volume,UNH_Close,UNH_Volume,AAPL_Close,AAPL_Volume,AMZN_Close,AMZN_Volume,GOOG_Close,GOOG_Volume,IBM_Close,IBM_Volume,MSFT_Close,MSFT_Volume,FB_Close,FB_Volume
30-10-2015,2079.360107,4256200000,46.220001,8589700,197.449997,168700,76.25,947200,50.84,7052500,34.700001,1060200,46.290001,8039700,14.23,2918900,25,1796800,27.950001,1900900,187.5,2791600,32.970001,13581100,54.139999,18450500,93.769997,44882500,101.029999,10520300,54.66,11017400,33.82,57128900,33.91,946900,117.779999,4237800,29.875,197461200,625.900024,3874400,710.809998,1908800,140.080002,3984000,52.639999,46619800,101.970001,33487100
02-11-2015,2104.050049,3760020000,46.470001,6189300,195.350006,189200,77.129997,858200,50.700001,8548100,35.310001,1496700,46.740002,4962700,14.61,2699300,25.389999,1050100,28.540001,1594500,189.679993,2531500,33.48,9887900,54.849998,10992300,100.470001,26455500,102.169998,6297900,55.110001,10559100,35.060001,39500600,33.720001,966700,118.690002,3874200,30.295,128813200,628.349976,2816500,721.109985,1886300,140.369995,3822200,53.240002,30285000,103.309998,24003900
03-11-2015,2109.790039,4272060000,46.5,6983200,195.559998,235100,77.68,1379000,51,10988100,36.169998,1195600,46.959999,5616300,14.47,2214100,24.59,1869100,28.370001,1185300,190.690002,2443200,33.290001,11389800,54.93,10709100,97.860001,15507300,101.959999,6229200,55.110001,9216200,34.970001,29542800,33.889999,370700,117.660004,2758200,30.6425,182076000,625.309998,3246900,722.159973,1565400,141.880005,4349400,54.150002,36596900,102.580002,21242300
04-11-2015,2102.310059,4078870000,45.630001,8081400,195.699997,125800,77.410004,1009300,50.66,7353500,35.970001,1449900,46.639999,5384200,14.25,2419700,24.379999,2052500,27.74,1515100,191.649994,2174300,33.400002,9125400,54.580002,12823600,91.980003,14566100,101.940002,5592300,55.529999,7749200,34.139999,30877000,33.740002,1762600,114.639999,5396100,30.5,179544400,640.950012,4840500,728.109985,1706700,141.630005,3516900,54.400002,37087800,103.940002,43469300
05-11-2015,2099.929932,4051890000,45.599998,5864700,198.960007,79800,78.059998,896200,50.540001,5736700,37,921600,46.669998,4794300,13.99,3106100,24.24,825300,27.52,987700,192.020004,2186300,33.880001,12192300,54.860001,12263900,78.769997,57293500,102.330002,6545600,55.049999,9046800,34.150002,20492700,34.060001,1828500,116.230003,4009100,30.23,158210800,655.650024,4723800,731.25,1861600,139.889999,5096900,54.380001,31468500,108.760002,63232900
06-11-2015,2099.199951,4369020000,45.34,11669600,202.899994,95300,78.080002,699400,51.200001,6376100,38.07,1525300,46.849998,4858500,14.07,3298500,24.540001,1120300,27.690001,1338900,199.169998,4270800,35.41,19355200,55.849998,22376800,81.769997,25270900,101.919998,6221100,54.610001,10723000,33.93,31249400,33.580002,483700,114.809998,4106900,30.264999,132169200,659.369995,4092200,733.76001,1511600,138.25,4744900,54.919998,32851200,107.099998,35084300
09-11-2015,2078.580078,3882350000,44.650002,7214600,196.270004,105600,77.309998,1262200,50.630001,5559100,35.66,3028400,46.369999,4073600,14.2,2416600,24.27,917200,27.25,1412800,196.759995,2604400,35.110001,10976800,55.470001,17609700,85.410004,19976500,100.839996,6625900,54.240002,9140200,33.650002,27015100,33.299999,526500,114.260002,2755100,30.1425,135485600,655.48999,4048800,724.890015,2069800,135.309998,8075600,54.16,32513100,106.489998,26383500
10-11-2015,2081.719971,3821440000,44.490002,5935300,194.75,163300,78.57,964700,50.299999,7348900,36.48,1253500,46.459999,5147400,13.99,1919500,23.99,891700,26.76,1591200,197.809998,2149900,35.240002,7335600,55.91,13475900,83.68,28711700,101.449997,5114200,54.43,7462300,33.790001,20968200,33.09,563800,115.889999,2842600,29.192499,236511600,659.679993,3489500,728.320007,1608000,135.470001,4520800,53.509998,55283700,107.910004,25031700
11-11-2015,2075,3692410000,44.389999,4413000,190.179993,178600,77.57,690000,49.98,6116400,36.130001,972100,46.720001,3835100,14.06,1636700,23.790001,985900,26.530001,1466900,197.389999,1637500,35.02,7506000,55.799999,10808500,78.900002,16933800,101.860001,6284700,53.720001,8544600,33.740002,20503300,33.02,573800,114.540001,2374200,29.0275,180872000,673.25,5387300,735.400024,1366400,135.020004,3164800,53.650002,36516300,109.010002,25057100
12-11-2015,2045.969971,4016370000,43.900002,5951100,184.949997,224200,76.68,955000,49.98,9350200,35.790001,771100,46.689999,4391400,13.67,2370600,23.389999,1051100,26.01,1467600,192.770004,3166900,34.23,10403400,55.169998,17552200,73.769997,17453100,100.269997,6918700,53.029999,8577500,33.389999,18000300,33.299999,1721100,112.82,3341300,28.93,130102400,665.599976,4284700,731.22998,1837200,133.039993,4701400,53.32,35361100,108.019997,20924700
13-11-2015,2023.040039,4278750000,43.450001,7486100,185.169998,132600,75.959999,1054500,48.990002,9207300,35.25,986900,45.889999,5348000,13.61,3274200,23.1,1202400,25.51,1496300,190.389999,2484000,33.93,8728000,54.57,16550200,75.410004,14632000,99.879997,8517500,53.029999,11394500,33.27,18065900,33.130001,1648900,111.410004,3767300,28.084999,183249600,642.349976,6261100,717,2075500,131.75,4613800,52.84,36848200,103.949997,30278400
16-11-2015,2053.189941,3741240000,42.830002,10201100,185.619995,106700,76.849998,1281700,47.93,12339200,35.130001,1504800,45.740002,5772700,13.82,2102500,23.139999,1135700,25.6,1147100,192.160004,4626600,34.049999,11227400,55.27,11955400,73.32,10267200,101.220001,5755800,53.700001,6907800,33.16,25637100,33.279999,1454400,113.82,2450000,28.545,152426800,647.809998,7435900,728.960022,1905900,133.710007,4190800,53.77,32165200,104.040001,49309200
17-11-2015,2050.439941,4427350000,42.299999,9596500,186.570007,123000,77.540001,1540400,47.77,10417300,35.529999,1300200,45.93,4877500,13.7,1706800,22.969999,1449800,25.42,1311400,190.570007,1783800,33.59,10853300,54.959999,11331900,70.32,13442800,101.5,5124000,53.709999,7126600,32.869999,29692200,33.279999,825600,114.389999,1981400,28.422501,110467600,643.299988,4320200,725.299988,1510900,133.820007,2815100,52.970001,31551300,105.129997,26807200
18-11-2015,2083.580078,3926390000,41.75,11071100,190.139999,142800,78.089996,1070100,47.75,10952800,35.689999,1304400,46.310001,5641200,13.92,1435800,23.129999,1340600,26.139999,1485200,193.660004,2509200,34.25,10396200,55.669998,16612600,72.599998,11844400,102.669998,7148400,54.23,10811400,33.310001,35963300,33.400002,7091900,117.25,3319900,29.3225,186698800,663.539978,4469800,740,1684300,135.820007,4149200,53.849998,29710000,107.769997,23836500
19-11-2015,2081.23999,3628110000,42.299999,6545500,191.589996,110900,79.230003,822900,48.509998,7857100,36.779999,993400,46.869999,4140700,14.04,1874200,23.18,924600,26.450001,1276400,193.029999,1835800,34.169998,8947800,55.970001,12167600,84,25422700,102.489998,5164500,54.279999,6839200,32.290001,90712700,33.43,1124700,110.629997,15731900,29.695,173183200,661.27002,4705200,738.409973,1327100,136.740005,4753600,53.939999,28149200,106.260002,25520600
20-11-2015,2089.169922,3929600000,42.200001,5656000,197.570007,113100,81.860001,1331500,48.759998,6878200,37.73,824300,47.32,6133900,13.43,3685700,22.459999,1654600,25.879999,988600,191.470001,2932100,33.91,8624100,55.82,16264100,91,24969500,102.480003,7671500,54.099998,8933300,32.18,64599600,33.400002,1817900,112.970001,7059400,29.825001,137148400,668.450012,3896100,756.599976,2212300,138.5,5176400,54.189999,37147600,107.32,22129600
23-11-2015,2086.590088,3587980000,42.299999,4166100,200.080002,125900,80.410004,1019500,48.740002,6261100,36.77,927300,47.470001,4011200,13.27,2801100,21.58,2216600,25.450001,1567400,189.190002,2671700,33.639999,7963000,55.599998,9638100,87.410004,25583200,102.769997,6730600,54.009998,8688100,31.33,124645600,33.189999,1168300,112.160004,3780400,29.4375,129930000,678.98999,4385100,755.97998,1414500,138.460007,5137900,54.189999,28235900,106.949997,19897200
24-11-2015,2089.139893,3884930000,41.23,7578000,189.830002,182800,79.599998,1164600,47.240002,11111000,36.799999,811300,46.23,7939000,13.31,1798900,21.530001,1691300,25.32,1321800,188.669998,2679400,33.59,7954500,55.279999,14156500,87.449997,16530100,102.040001,7492400,53.48,10507200,31.969999,84026000,32.900002,1291100,113.190002,3244800,29.719999,171212800,671.150024,4543400,748.280029,2333100,138.600006,3407700,54.25,24600000,105.739998,23577300
25-11-2015,2088.870117,2852940000,41.310001,4276600,190.440002,139100,79.610001,669600,46.869999,7731700,36.599998,587600,45.880001,3824600,13.37,1647100,22.08,1345100,25.379999,812200,189.149994,1495600,33.610001,6210000,55.220001,10034400,87.019997,13068200,101.959999,5400800,53.720001,6078900,32.869999,79383000,33.189999,587400,114.410004,2959200,29.5075,85553200,675.340027,2697900,748.150024,1122100,138,3238200,53.689999,21005100,105.410004,15150800
27-11-2015,2090.110107,1466840000,41.689999,3066600,193.279999,38600,79.760002,451500,47.139999,2597700,36.889999,438600,45.82,4423300,13.45,917300,22,593300,25.370001,413800,190.470001,1092700,33.779999,3014600,55.389999,4914000,87.089996,4218700,102.370003,2353800,53.959999,2981600,32.790001,16119400,33.490002,371500,114.339996,1740400,29.452499,52185600,673.26001,1966800,750.26001,838500,138.460007,1415800,53.93,9009100,105.449997,5913100
30-11-2015,2080.409912,4275030000,41.259998,6450900,175.130005,371000,79.730003,1083200,46.459999,8731300,36.200001,997100,45.880001,4812600,13.45,1600600,22.049999,1275500,25.690001,1520200,190.020004,3415000,34.299999,17416300,55.099998,15998900,89.959999,14051800,101.239998,8983700,53.009998,13363200,32.77,42912800,33.490002,778500,112.709999,4605200,29.575001,156721200,664.799988,5693200,742.599976,2097600,139.419998,4545600,54.349998,56241400,104.239998,20383200
01-12-2015,2102.629883,3712120000,43.259998,8912900,178.160004,206700,81.169998,885400,47.669998,6335800,36.73,1526600,47.040001,5365600,14.09,3686200,22.27,1519400,26.18,1917600,193.070007,4140900,35.27,18594200,55.709999,15543400,98.779999,22989500,102.360001,7545700,54.57,12996800,33.619999,49301000,33.630001,1296000,116.260002,5467000,29.334999,139409600,679.059998,4751200,767.039978,2134600,141.279999,4195100,55.220001,39952800,107.120003,22781900
02-12-2015,2079.51001,3950640000,43.82,8010400,177.070007,312400,81.699997,1238600,48.330002,12810600,38.380001,1385000,47.509998,5450200,13.88,1916000,22.280001,1837700,25.41,1396900,190.259995,1817200,34.889999,10996500,55.080002,12779900,96.230003,13067400,102.050003,6623500,53.82,10099300,32.900002,31828400,34.029999,705200,117.639999,6071100,29.07,133546400,676.01001,4273500,762.380005,2230400,139.699997,3725400,55.209999,47274900,106.07,24429100
03-12-2015,2049.620117,4306490000,43.27,7235300,173.070007,165500,80.550003,1366300,48.220001,11634400,37.470001,1852500,47.290001,7639800,13.74,2867200,22.58,2533200,25.35,2350900,185.199997,3599000,34.450001,15021200,54.200001,15410100,93.660004,9457700,100.790001,12008700,52.59,13595100,32.389999,47352600,33.889999,389900,115,4286600,28.799999,166278000,666.25,5064700,752.539978,2590600,138.919998,5909600,54.200001,38627800,104.379997,23236500
04-12-2015,2091.689941,4214910000,44.970001,9460900,177.320007,119900,84.910004,1906900,49.779999,12775600,38.48,1159300,49.41,8516300,13.94,2861500,22.620001,1820600,25.49,1316300,189.990005,3517200,35.32,13205400,55.669998,19647700,95.309998,8677400,102.949997,7845400,53.639999,13687000,32.799999,31613800,34.450001,422500,117.739998,3588200,29.7575,231108000,672.640015,4534800,766.809998,2757300,140.429993,4571600,55.91,43963700,106.18,21224700
07-12-2015,2077.070068,4043820000,45.779999,8911700,176.940002,155700,86.330002,1782000,51.779999,13829500,39.41,1347800,49.580002,8786000,13.69,2127100,22.120001,3140900,25.23,1850000,185.490005,3499900,34.68,8389200,55.419998,17991600,92.239998,4856600,103.32,7262900,53.68,8696000,32.66,20968200,34.279999,972000,115.910004,3164300,29.57,128336800,669.830017,3732800,763.25,1812300,139.550003,3279400,55.810001,30709800,105.610001,15474900
